TICKER,PRECO,DY,P/L,P/VP,P/ATIVOS,MARGEM BRUTA,MARGEM EBIT,MARG. LIQUIDA,P/EBIT,EV/EBIT,DIVIDA LIQUIDA / EBIT,DIV. LIQ. / PATRI.,PSR,P/CAP. GIRO,P. AT CIR. LIQ.,LIQ. CORRENTE,ROE,ROA,ROIC,PATRIMONIO / ATIVOS,PASSIVOS / ATIVOS,GIRO ATIVOS,CAGR RECEITAS 5 ANOS,CAGR LUCROS 5 ANOS, LIQUIDEZ MEDIA DIARIA, VPA, LPA, PEG Ratio, VALOR DE MERCADO
SEER3,7.36,1.68,231.3,0.66,0.28,53.42,10.65,0.28,6.01,8.53,2.52,0.28,0.64,19.47,-0.35,1.09,0.28,0.12,7.66,0.43,0.57,0.44,4.57,-55.34,3393452.21,11.22,0.03,-2.37,947390681.6
SEQL3,6.2,0.0,-29.92,1.52,0.44,17.82,3.35,-1.77,15.82,25.05,9.23,0.89,0.53,6.09,-0.65,1.29,-5.08,-1.48,4.01,0.29,0.71,0.84,0.0,0.0,24778657.47,4.08,-0.21,-0.02,869676932.6
SHOW3,3.12,0.0,-4.5,1.52,0.37,18.76,-13.68,-22.62,-7.44,-5.62,1.82,-0.37,1.02,2.85,-1.04,1.25,-33.89,-8.26,-10.78,0.24,0.75,0.37,-47.6,0.0,932539.5,2.05,-0.69,0.08,210327402.48
SHUL4,4.2,4.88,7.38,1.6,0.69,22.21,14.47,11.45,5.83,71.41,1.66,0.45,0.84,1.62,-1.95,2.97,21.64,9.38,13.79,0.43,0.57,0.82,24.09,46.02,1320332.65,2.63,0.57,0.23,17944457831.16
SIMH3,10.16,6.11,9.26,2.88,0.18,33.04,23.68,5.81,2.27,7.09,4.82,6.12,0.54,0.64,-0.32,2.79,31.12,1.93,8.28,0.06,0.89,0.33,16.28,0.0,34694966.26,3.52,1.1,0.07,8518224355.44
SLCE3,52.59,4.61,7.63,2.38,0.74,36.69,31.78,17.74,4.26,4.98,0.72,0.4,1.35,3.66,-1.43,1.73,31.18,9.76,25.2,0.31,0.67,0.55,30.68,117.7,90120080.94,22.11,6.89,0.07,11171304481.41
SMFT3,12.0,0.0,-12.57,1.72,0.63,13.57,-14.07,-28.59,-25.55,-25.6,-0.05,0.0,3.59,2.76,-0.98,2.8,-13.65,-5.03,-3.87,0.37,0.63,0.18,21.63,0.0,21039617.0,6.99,-0.95,0.49,7034907468.0
SMTO3,43.89,5.31,10.62,3.21,1.08,42.01,42.36,27.14,6.8,9.03,2.23,1.05,2.88,6.12,-1.59,2.21,30.21,10.16,15.97,0.34,0.66,0.37,12.98,47.87,79585904.79,13.68,4.13,0.15,15537557229.81
SOJA3,12.25,0.33,11.6,2.22,1.44,14.2,11.48,11.19,11.31,11.16,-0.15,-0.03,1.3,3.46,-4.93,2.44,19.15,12.44,15.69,0.65,0.35,1.11,0.0,0.0,3767767.79,5.51,1.06,0.13,1434968993.5
SOMA3,10.15,0.89,24.32,1.11,0.78,56.5,6.9,9.48,33.42,37.17,3.75,0.12,2.3,4.96,-1.1,2.14,4.57,3.19,1.3,0.7,0.3,0.34,0.0,0.0,63138856.38,9.14,0.42,-0.01,7965185835.95
SQIA3,16.85,0.39,46.68,1.91,1.02,39.63,9.38,7.5,37.34,40.93,3.59,0.18,3.5,-65.0,-1.16,0.88,4.08,2.19,3.27,0.54,0.46,0.29,33.05,30.83,22238632.68,8.85,0.36,0.09,1481822228.2
STBP3,6.51,4.6,16.77,2.5,1.18,42.35,26.6,20.19,12.72,11.12,-1.6,-0.31,3.38,7.18,-1.63,2.47,14.9,7.05,12.38,0.47,0.53,0.35,13.09,0.0,32992379.65,2.61,0.39,0.02,5617026893.52
SULA11,22.93,0.98,32.22,1.2,0.33,5.36,-2.49,1.47,-18.98,8.92,27.9,-1.76,0.47,0.89,-1.02,2.24,3.72,1.03,-8.1,0.28,0.72,0.7,4.58,-15.3,116473067.32,19.14,0.71,-0.37,9764616754.43
SUZB3,49.09,2.72,3.08,2.64,0.59,49.3,42.95,51.86,3.72,6.5,2.78,1.97,1.6,2.78,-0.82,4.12,85.78,19.2,10.03,0.22,0.78,0.37,32.9,66.56,298670360.85,18.57,15.93,0.0,66824429338.56
SYNE3,4.23,205.98,0.51,0.39,0.14,70.26,69.27,54.19,0.4,0.92,0.52,0.51,0.28,0.95,-0.17,4.61,76.79,26.93,36.18,0.35,0.41,0.5,40.5,0.0,3945876.82,10.82,8.31,0.0,645686002.35
TAEE11,40.02,9.6,6.22,1.9,0.79,84.47,102.9,66.02,3.99,5.79,1.8,0.86,4.1,7.28,-0.98,2.32,30.61,12.75,20.58,0.42,0.58,0.19,20.07,20.8,98039682.41,21.03,6.44,-0.64,13786846258.14
TAEE3,13.55,9.45,6.31,1.93,0.81,84.47,102.9,66.02,4.05,5.79,1.8,0.86,4.17,7.39,-1.0,2.32,30.61,12.75,20.58,0.42,0.58,0.19,20.07,20.8,1103480.65,7.01,2.15,-0.65,13786846258.14
TAEE4,13.44,9.53,6.26,1.92,0.8,84.47,102.9,66.02,4.02,5.79,1.8,0.86,4.13,7.33,-0.99,2.32,30.61,12.75,20.58,0.42,0.58,0.19,20.07,20.8,2670215.09,7.01,2.15,-0.65,13786846258.14
TASA3,17.19,9.45,2.68,2.31,0.98,48.79,36.25,26.59,1.97,2.15,0.19,0.22,0.71,3.87,-3.18,1.58,86.01,36.57,50.46,0.43,0.57,1.38,26.98,0.0,829860.97,7.46,6.41,0.05,2031639251.34
TASA4,17.04,9.53,2.66,2.29,0.97,48.79,36.25,26.59,1.95,2.15,0.19,0.22,0.71,3.84,-3.15,1.58,86.01,36.57,50.46,0.43,0.57,1.38,26.98,0.0,21866355.56,7.46,6.41,0.05,2031639251.34
TCSA3,2.08,0.0,-0.93,0.26,0.1,4.93,-69.25,-102.63,-1.37,-4.9,-3.52,0.67,0.95,0.28,-0.2,3.14,-28.36,-10.58,-9.31,0.37,0.57,0.1,-15.57,0.0,955135.65,7.92,-2.25,-0.04,153127998.4
TECN3,2.49,3.25,7.05,0.59,0.3,52.78,16.7,8.11,3.42,4.19,0.77,0.13,0.57,0.64,-0.86,3.81,8.38,4.32,10.61,0.52,0.48,0.53,-2.72,0.0,1490717.09,4.22,0.35,-0.02,190500475.35
TEND3,4.14,0.0,-2.68,0.38,0.1,14.99,-6.75,-6.39,-2.54,-5.97,-3.42,0.51,0.17,0.35,-0.24,1.91,-14.03,-3.68,-8.4,0.26,0.74,0.58,19.26,0.0,13432942.71,11.0,-1.54,0.02,431985178.44
TFCO4,8.68,1.43,91.65,28.63,17.01,59.33,22.8,18.6,74.77,12.67,0.09,0.03,17.04,32.44,-71.61,3.2,31.24,18.56,24.94,0.59,0.41,1.0,0.0,0.0,4273806.53,0.3,0.09,0.55,1386352253.02
TGMA3,14.4,6.49,8.92,1.36,0.92,18.18,11.93,10.5,7.86,7.66,-0.2,-0.03,0.94,3.2,-1.78,2.51,15.23,10.36,12.08,0.68,0.32,0.99,1.74,50.44,3142716.53,10.6,1.61,0.21,950441976.0
TIMS3,12.45,4.12,9.77,1.19,0.61,53.1,20.92,16.73,7.81,6.61,-1.2,-0.18,1.63,6.2,-0.85,1.56,12.18,6.29,13.07,0.52,0.48,0.38,2.95,32.68,80104628.76,10.47,1.27,0.17,30139014755.1
TOTS3,24.41,0.9,41.02,3.5,1.49,66.59,14.43,10.44,29.66,27.29,-2.37,-0.28,4.28,6.82,-3.29,1.67,8.53,3.64,6.6,0.43,0.55,0.35,8.34,19.2,193014736.35,6.98,0.6,2.42,15065441448.21
TPIS3,1.28,1.46,8.39,0.26,0.08,15.74,7.91,2.72,2.88,23.8,20.92,1.87,0.23,-0.57,-0.08,0.26,3.08,0.9,2.09,0.29,0.7,0.33,-7.49,0.0,804422.47,4.96,0.15,-0.1,225280000.0
TRAD3,5.91,0.0,50440.44,2.81,2.68,56.89,-47.28,0.03,-34.32,-28.88,5.45,-0.45,16.23,6.08,-5.16,12.08,0.01,0.01,-12.7,0.95,0.05,0.17,0.0,0.0,16148558.62,2.1,0.0,-505.65,1664534585.58
TRIS3,3.54,6.2,6.92,0.54,0.29,35.09,18.15,12.98,4.94,7.19,2.25,0.24,0.9,0.54,-1.04,3.72,7.76,4.17,6.1,0.54,0.44,0.32,20.68,105.7,6032175.97,6.6,0.51,-0.15,660626084.52
TRPL4,23.23,8.55,5.14,1.03,0.51,72.66,77.8,51.31,3.39,5.25,1.46,0.44,2.64,5.42,-0.59,3.29,20.0,9.93,16.23,0.5,0.49,0.19,-6.6,-9.59,45313072.47,22.61,4.52,-0.32,17085629502.72
TTEN3,8.56,0.18,9.74,1.84,0.85,12.87,5.99,7.46,12.13,12.05,-0.08,-0.01,0.73,2.3,-3.59,1.93,18.93,8.69,8.4,0.46,0.54,1.16,0.0,0.0,8083183.29,4.64,0.88,0.2,4247623058.32
TUPY3,21.45,2.01,10.49,1.16,0.44,16.37,6.98,3.73,5.6,8.13,2.53,0.52,0.39,1.3,-1.17,2.24,11.06,4.24,9.55,0.38,0.62,1.14,16.82,0.0,23200977.41,18.49,2.05,0.07,3092607375.0
UGPA3,12.19,6.42,11.61,1.3,0.35,3.97,1.5,1.0,7.71,15.46,7.74,1.3,0.12,1.1,-0.97,1.98,11.18,3.0,5.86,0.27,0.73,3.01,7.24,-5.6,108232773.82,9.39,1.05,0.33,13593698101.52
UNIP3,84.72,15.26,4.09,3.33,1.36,45.28,46.62,31.36,2.75,2.79,-0.14,-0.16,1.28,5.4,-2.73,2.02,81.47,33.34,50.24,0.41,0.59,1.06,47.87,50.28,3256840.38,25.44,20.72,0.02,9367954190.16
UNIP6,93.12,15.27,4.49,3.66,1.5,45.28,46.62,31.36,3.02,2.79,-0.14,-0.16,1.41,5.93,-3.0,2.02,81.47,33.34,50.24,0.41,0.59,1.06,47.87,50.28,24254412.21,25.44,20.72,0.02,9367954190.16
USIM3,8.84,19.72,1.19,0.48,0.28,30.5,30.88,27.03,1.04,0.94,-0.1,-0.05,0.32,0.77,-0.57,3.69,40.68,23.86,26.93,0.59,0.34,0.88,31.89,0.0,5479993.09,18.3,7.45,0.0,11038872025.04
USIM5,8.77,21.87,1.18,0.48,0.28,30.5,30.88,27.03,1.03,0.94,-0.1,-0.05,0.32,0.77,-0.57,3.69,40.68,23.86,26.93,0.59,0.34,0.88,31.89,0.0,199326462.88,18.3,7.45,0.0,11038872025.04
VALE3,77.41,18.22,3.4,2.17,0.88,58.69,48.6,40.47,2.83,3.0,0.17,0.13,1.38,17.03,-1.11,1.33,63.77,25.77,44.29,0.4,0.59,0.64,25.41,53.57,2402288031.65,35.67,22.75,0.03,386975691276.83
VAMO3,12.5,1.57,27.08,4.44,1.12,37.99,28.26,13.88,13.3,16.68,3.37,1.13,3.76,4.7,-1.85,2.55,16.4,4.14,8.1,0.25,0.75,0.3,571.04,537.78,40838837.97,2.81,0.46,0.25,12212349625.0
VBBR3,16.85,3.46,8.43,1.56,0.53,5.05,1.91,1.64,7.22,10.74,3.53,0.76,0.14,1.94,-1.1,2.15,18.52,6.32,7.9,0.34,0.66,3.86,8.47,0.0,218722916.38,10.8,2.0,-0.19,19630250000.0
VIIA3,2.21,0.0,-7.7,0.63,0.1,30.03,-0.96,-1.49,-12.02,-39.73,-27.72,1.45,0.11,-2.51,-0.2,0.92,-8.15,-1.32,-9.89,0.16,0.84,0.89,9.29,0.0,138542730.56,3.53,-0.29,0.06,3532521141.76
VITT3,9.8,2.32,12.65,2.83,1.59,36.15,17.65,13.58,9.73,11.41,1.68,0.49,1.72,4.76,-5.33,1.91,22.36,12.6,15.83,0.56,0.43,0.93,0.0,0.0,2049820.62,3.46,0.77,0.52,1401881248.6
VIVA3,22.66,1.45,15.72,3.84,2.09,67.9,20.81,21.47,16.21,15.68,-0.53,-0.13,3.37,5.89,-5.46,2.35,24.45,13.28,17.05,0.54,0.46,0.62,0.0,0.0,23397461.85,5.9,1.44,0.1,5352241445.54
VIVR3,0.73,0.0,-1.58,-0.5,0.32,16.9,-112.0,-114.41,-1.61,-4.65,-3.04,0.0,1.81,-0.53,-0.65,0.46,-31.55,-20.28,-216.3,-0.64,1.64,0.18,0.0,0.0,2104799.82,-1.47,-0.46,0.03,104318980.49
VIVT3,45.46,8.06,12.59,1.09,0.66,43.1,15.65,13.59,10.94,12.44,1.5,0.15,1.71,-54.48,-0.81,0.94,8.65,5.23,7.55,0.61,0.39,0.39,0.71,8.18,97046661.03,41.75,3.61,0.38,76233613799.66
VLID3,9.5,3.06,16.83,0.68,0.26,24.98,7.7,2.04,4.45,9.03,4.58,0.71,0.34,1.79,-0.48,1.48,4.07,1.57,7.11,0.39,0.6,0.77,4.98,-12.01,3242131.18,13.88,0.56,-0.14,783516699.0
VULC3,10.58,3.31,7.36,1.85,1.26,35.48,18.14,17.37,7.05,7.45,0.4,0.11,1.28,3.15,-3.63,2.59,25.13,17.13,19.54,0.68,0.32,0.99,10.48,58.16,5124760.79,5.72,1.44,0.01,2600101061.52
VVEO3,13.59,2.99,8.49,1.77,0.57,17.97,8.3,6.91,7.06,7.66,0.6,0.15,0.59,1.59,-1.66,2.2,20.87,6.72,12.62,0.32,0.68,0.97,0.0,0.0,3055219.74,7.67,1.6,0.04,3888416462.4
WEGE3,22.83,2.07,25.45,7.72,3.96,28.58,17.24,14.88,21.96,21.92,-0.04,-0.01,3.79,13.45,-12.37,1.77,30.32,15.58,22.79,0.51,0.47,1.05,20.26,27.5,262613896.68,2.96,0.9,0.62,95824769894.34
WEST3,2.11,0.0,-7.14,0.62,0.5,43.98,-16.11,-10.12,-4.49,-0.87,3.61,-0.5,0.72,0.87,-1.58,5.97,-8.71,-6.98,-14.46,0.8,0.2,0.69,0.0,0.0,1393446.94,3.39,-0.3,-0.01,232516547.76
WIZS3,7.82,7.52,7.72,3.57,0.66,59.67,40.34,20.07,3.84,4.02,0.18,0.16,1.55,-24.87,-0.77,0.84,46.25,8.5,21.78,0.18,0.55,0.42,15.13,2.22,11689485.12,2.19,1.01,-0.36,1250474945.24
YDUQ3,13.33,0.95,21.57,1.26,0.41,55.33,13.49,4.24,6.78,13.08,6.3,1.17,0.92,3.14,-0.57,1.84,5.82,1.9,6.22,0.33,0.67,0.45,6.64,-12.3,38230928.35,10.61,0.62,-0.03,4120154383.83
